               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  61,            0.077642,           0.0093432,            0.015255,             0.72673,             0.29151,             0.35441,             0.16091,            0.082204,            0.016115,              0.0186,             0.00406,             0.00406,             0.00406
                  62,            0.080363,           0.0097518,            0.013239,             0.75153,              0.3572,             0.41435,             0.16382,            0.081072,            0.015006,            0.017632,            0.003961,            0.003961,            0.003961
                  63,            0.079131,           0.0090558,            0.013617,               0.722,              0.3579,             0.42598,             0.17234,            0.082073,            0.013766,            0.017617,            0.003862,            0.003862,            0.003862
                  64,            0.078031,            0.010048,            0.016665,             0.97688,             0.23582,             0.34853,             0.13011,            0.088455,            0.013047,            0.018249,            0.003763,            0.003763,            0.003763
                  65,            0.078336,           0.0086879,            0.017705,             0.94498,             0.27551,             0.38822,             0.14994,            0.083697,            0.014585,            0.018238,            0.003664,            0.003664,            0.003664
                  66,            0.079164,            0.008528,            0.016576,             0.74622,             0.28401,             0.40706,             0.16269,            0.084464,            0.014376,            0.017983,            0.003565,            0.003565,            0.003565
                  67,            0.076153,           0.0095745,            0.016727,             0.70145,             0.29422,             0.35301,             0.14395,            0.084278,            0.014342,            0.017396,            0.003466,            0.003466,            0.003466
                  68,            0.077157,           0.0097992,            0.014194,             0.80023,             0.26701,             0.38696,             0.12762,            0.085551,            0.013994,            0.016573,            0.003367,            0.003367,            0.003367
                  69,            0.076214,           0.0089304,            0.015918,              0.7762,             0.30272,             0.36361,             0.14541,            0.083537,            0.013414,            0.015975,            0.003268,            0.003268,            0.003268
                  70,            0.073067,           0.0095381,            0.017248,             0.59535,             0.37415,             0.34922,             0.16677,            0.087556,            0.012762,            0.015943,            0.003169,            0.003169,            0.003169
                  71,            0.071541,            0.009944,            0.014786,             0.59907,             0.38891,             0.36172,             0.17054,            0.086194,            0.012773,            0.015636,             0.00307,             0.00307,             0.00307
                  72,            0.074457,           0.0091143,             0.01803,             0.63597,             0.40986,             0.37616,             0.16455,            0.085418,            0.012818,            0.015447,            0.002971,            0.002971,            0.002971
                  73,            0.068528,           0.0097731,            0.018342,             0.63773,             0.42177,             0.37489,             0.15834,            0.085863,            0.012994,            0.015393,            0.002872,            0.002872,            0.002872
                  74,            0.074051,            0.011009,            0.015479,             0.83078,             0.31463,             0.39997,             0.12495,            0.084153,             0.01297,            0.015261,            0.002773,            0.002773,            0.002773
                  75,            0.069486,           0.0097971,            0.016853,             0.79873,             0.32958,             0.39757,             0.14573,            0.082308,            0.013085,            0.015284,            0.002674,            0.002674,            0.002674
                  76,            0.069473,            0.010044,            0.016097,             0.79294,             0.30647,             0.39715,             0.13902,            0.083732,            0.012974,             0.01559,            0.002575,            0.002575,            0.002575
                  77,            0.067959,           0.0088256,            0.017052,             0.86413,             0.32558,             0.42368,             0.16855,            0.081781,            0.013239,            0.015747,            0.002476,            0.002476,            0.002476
                  78,            0.070272,           0.0099928,            0.015543,             0.82948,             0.32028,             0.41766,             0.15291,            0.079111,            0.013424,            0.016182,            0.002377,            0.002377,            0.002377
                  79,            0.067593,           0.0091886,            0.022424,             0.80614,             0.33127,             0.35515,             0.12934,            0.079702,            0.013189,            0.016878,            0.002278,            0.002278,            0.002278
                  80,            0.067098,           0.0093286,            0.014817,             0.83657,             0.35733,             0.35852,             0.12388,            0.081779,            0.012935,            0.017153,            0.002179,            0.002179,            0.002179
                  81,            0.066772,           0.0085345,            0.019039,              0.8238,             0.33844,             0.34649,            0.089326,            0.081802,            0.012966,            0.016785,             0.00208,             0.00208,             0.00208
                  82,            0.068482,           0.0096077,            0.018144,             0.77738,             0.30612,             0.33981,            0.091983,            0.081888,            0.013142,            0.016485,            0.001981,            0.001981,            0.001981
                  83,            0.066833,            0.010087,            0.014346,             0.75029,             0.29422,             0.32317,             0.11311,            0.081106,            0.013176,            0.016507,            0.001882,            0.001882,            0.001882
                  84,            0.066105,           0.0091511,            0.015661,             0.74543,             0.31803,             0.33047,             0.13095,            0.080702,            0.012882,            0.016522,            0.001783,            0.001783,            0.001783
                  85,            0.064116,            0.010743,            0.013431,              0.7943,             0.32643,              0.3571,             0.11685,            0.081748,             0.01247,             0.01677,            0.001684,            0.001684,            0.001684
                  86,             0.06408,            0.010201,            0.016784,              0.7955,             0.31357,             0.33709,             0.09957,            0.083448,            0.012396,            0.016681,            0.001585,            0.001585,            0.001585
                  87,             0.06762,            0.010042,            0.013778,             0.81387,             0.31221,              0.3315,             0.11345,            0.082633,            0.012333,            0.016436,            0.001486,            0.001486,            0.001486
                  88,            0.065133,            0.010276,            0.015121,             0.74505,             0.30752,             0.32165,             0.12479,            0.083317,            0.012229,            0.016468,            0.001387,            0.001387,            0.001387
                  89,            0.064375,           0.0098895,            0.015041,             0.82013,             0.30441,             0.32005,              0.1153,            0.083541,             0.01229,            0.016556,            0.001288,            0.001288,            0.001288
                  90,            0.061771,            0.010421,            0.015769,              0.7623,             0.28231,             0.29727,             0.12097,            0.084505,             0.01229,            0.016762,            0.001189,            0.001189,            0.001189
                  91,            0.063901,           0.0090021,            0.015139,             0.74306,             0.28231,             0.29671,             0.11787,            0.084585,            0.012293,            0.016897,             0.00109,             0.00109,             0.00109
                  92,            0.063316,            0.010004,             0.01428,             0.74027,             0.28231,             0.29864,            0.093955,            0.083027,            0.012293,            0.016791,            0.000991,            0.000991,            0.000991
                  93,            0.063189,            0.010061,            0.015813,             0.74008,             0.28245,             0.29988,             0.10006,            0.083072,            0.012336,            0.016514,            0.000892,            0.000892,            0.000892
                  94,            0.059523,           0.0095107,            0.015089,             0.74523,             0.29422,             0.31104,             0.12286,             0.08035,            0.012461,            0.016206,            0.000793,            0.000793,            0.000793
                  95,            0.061048,           0.0095445,            0.017605,             0.76462,             0.28231,             0.31252,             0.10566,            0.081927,            0.012488,            0.016184,            0.000694,            0.000694,            0.000694
                  96,            0.060586,           0.0097736,            0.016719,             0.81019,              0.2991,             0.32633,             0.11055,            0.081053,            0.012517,            0.016312,            0.000595,            0.000595,            0.000595
                  97,            0.059228,           0.0094605,            0.013879,             0.71784,             0.28231,             0.29941,             0.10925,            0.080271,            0.012563,            0.016238,            0.000496,            0.000496,            0.000496
                  98,            0.058652,           0.0098709,            0.012901,             0.72767,             0.28231,              0.2914,             0.10046,            0.080951,            0.012527,            0.016309,            0.000397,            0.000397,            0.000397
                  99,            0.059882,           0.0088195,            0.016708,             0.77573,             0.32993,             0.33601,             0.11592,            0.080625,            0.012629,            0.016358,            0.000298,            0.000298,            0.000298
