               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  52,            0.079506,           0.0074346,            0.022826,             0.95472,             0.19048,             0.33023,             0.11693,            0.095951,           0.0087934,            0.026379,            0.004951,            0.004951,            0.004951
                  53,            0.080235,           0.0072226,            0.018497,             0.67589,             0.24506,             0.33206,            0.094349,            0.093532,           0.0091373,            0.024278,            0.004852,            0.004852,            0.004852
                  54,            0.083104,           0.0070201,            0.021907,             0.72667,              0.2585,             0.32195,             0.10268,            0.095696,           0.0085604,            0.024635,            0.004753,            0.004753,            0.004753
                  55,            0.078886,           0.0072122,            0.022481,             0.67029,             0.21937,             0.29858,            0.092663,            0.097324,            0.008534,            0.024962,            0.004654,            0.004654,            0.004654
                  56,            0.078562,           0.0080691,             0.02059,             0.85085,             0.21699,             0.32749,             0.13985,              0.0916,           0.0092103,            0.024987,            0.004555,            0.004555,            0.004555
                  57,            0.079135,           0.0074945,            0.018879,             0.69841,             0.26899,             0.35051,             0.13513,            0.088629,           0.0095497,            0.025406,            0.004456,            0.004456,            0.004456
                  58,            0.078762,           0.0076717,            0.017836,             0.74844,             0.27041,             0.33299,             0.10738,            0.096551,           0.0092262,            0.024836,            0.004357,            0.004357,            0.004357
                  59,            0.073138,           0.0086366,             0.01727,             0.64152,             0.29082,             0.39941,             0.16041,            0.087259,           0.0096933,            0.024038,            0.004258,            0.004258,            0.004258
                  60,             0.07773,           0.0073825,            0.017204,             0.74401,             0.29082,             0.37071,             0.14809,            0.092695,           0.0088021,            0.023691,            0.004159,            0.004159,            0.004159
                  61,            0.079408,           0.0075524,            0.018812,              0.6571,             0.22188,             0.32009,             0.12032,            0.097806,           0.0086981,            0.024241,             0.00406,             0.00406,             0.00406
                  62,            0.075179,           0.0076821,            0.018623,             0.88846,             0.23129,             0.27705,             0.11681,            0.093246,           0.0094086,            0.024729,            0.003961,            0.003961,            0.003961
                  63,            0.076072,           0.0077899,            0.020232,             0.72465,             0.28962,             0.35599,             0.12188,            0.094782,           0.0089578,            0.023618,            0.003862,            0.003862,            0.003862
                  64,            0.075292,           0.0076775,            0.018241,             0.73704,              0.2328,             0.33149,            0.092048,            0.097282,           0.0085663,            0.023896,            0.003763,            0.003763,            0.003763
                  65,            0.073865,            0.007895,            0.018165,             0.88255,             0.22279,             0.26199,            0.098775,            0.094546,           0.0087979,            0.024808,            0.003664,            0.003664,            0.003664
                  66,            0.072405,           0.0071798,            0.018999,             0.37953,              0.1812,             0.14098,            0.036974,            0.099363,            0.008501,             0.02472,            0.003565,            0.003565,            0.003565
                  67,            0.075259,           0.0082418,             0.01983,             0.85433,             0.21088,             0.29262,            0.091001,            0.093337,           0.0087292,            0.023659,            0.003466,            0.003466,            0.003466
                  68,            0.070821,           0.0080742,             0.01643,               0.943,             0.19048,             0.28672,             0.10645,            0.093017,           0.0088337,            0.023865,            0.003367,            0.003367,            0.003367
                  69,            0.069117,           0.0072559,            0.020446,             0.68898,             0.21088,             0.23451,            0.081594,            0.093671,           0.0090025,            0.024516,            0.003268,            0.003268,            0.003268
                  70,            0.068179,           0.0076591,            0.018384,             0.64201,             0.30197,             0.25989,            0.074872,            0.094388,           0.0089763,            0.022509,            0.003169,            0.003169,            0.003169
                  71,            0.069508,           0.0079725,            0.016695,             0.91256,             0.20238,             0.24241,            0.086814,            0.098467,           0.0085013,            0.022725,             0.00307,             0.00307,             0.00307
                  72,            0.074678,           0.0077604,            0.018355,             0.64842,             0.29422,             0.27909,             0.08168,            0.095521,           0.0088445,            0.022193,            0.002971,            0.002971,            0.002971
                  73,            0.068335,           0.0075632,            0.017862,             0.71358,             0.21088,             0.25854,             0.10294,            0.094545,           0.0090513,             0.02222,            0.002872,            0.002872,            0.002872
                  74,            0.069344,           0.0080277,            0.018031,             0.75772,              0.2466,                0.34,             0.10766,            0.093493,           0.0091107,            0.023197,            0.002773,            0.002773,            0.002773
                  75,            0.067506,           0.0083248,            0.018809,             0.69218,             0.23086,             0.36835,             0.10307,            0.092893,           0.0089025,            0.023269,            0.002674,            0.002674,            0.002674
                  76,            0.068252,           0.0078093,            0.018724,             0.71501,             0.29231,             0.36832,             0.11649,            0.092435,           0.0086392,            0.023957,            0.002575,            0.002575,            0.002575
                  77,            0.064511,           0.0080284,            0.018405,             0.73247,              0.2585,             0.30231,               0.107,             0.09344,           0.0085926,            0.023902,            0.002476,            0.002476,            0.002476
                  78,            0.067018,            0.007876,            0.020392,             0.98209,             0.20238,             0.25768,            0.095478,            0.095539,           0.0086275,            0.024088,            0.002377,            0.002377,            0.002377
                  79,            0.065427,            0.008457,            0.019141,             0.68428,             0.24374,             0.28137,             0.09406,            0.093518,           0.0087313,             0.02445,            0.002278,            0.002278,            0.002278
                  80,            0.066649,           0.0081241,             0.01849,             0.67119,                0.25,             0.38338,             0.11998,            0.091592,           0.0086985,            0.025411,            0.002179,            0.002179,            0.002179
                  81,            0.065148,           0.0086533,            0.018106,             0.66368,                0.25,             0.38181,             0.11887,            0.093004,           0.0087114,            0.025921,             0.00208,             0.00208,             0.00208
                  82,            0.063813,           0.0076034,            0.020922,             0.77543,             0.26251,             0.39646,             0.10734,            0.094454,           0.0086683,            0.025814,            0.001981,            0.001981,            0.001981
                  83,            0.066998,           0.0077327,            0.019061,             0.90481,              0.2382,              0.4069,              0.1421,            0.089185,           0.0090897,            0.025552,            0.001882,            0.001882,            0.001882
                  84,            0.068247,           0.0075152,            0.017767,             0.74935,             0.27041,             0.40351,             0.11379,            0.090155,           0.0091396,            0.025332,            0.001783,            0.001783,            0.001783
                  85,            0.060441,           0.0075722,            0.017437,             0.74467,             0.31338,             0.41011,             0.11302,            0.090541,           0.0090412,            0.024785,            0.001684,            0.001684,            0.001684
                  86,            0.061802,           0.0082383,            0.015065,             0.76606,             0.29116,             0.38848,             0.11856,            0.089922,           0.0088415,            0.024139,            0.001585,            0.001585,            0.001585
                  87,            0.065018,           0.0076979,            0.018368,             0.73612,             0.27898,             0.37096,             0.12715,            0.089161,           0.0088719,            0.024061,            0.001486,            0.001486,            0.001486
                  88,            0.065223,           0.0078634,            0.021405,             0.72179,              0.2651,             0.35445,             0.14129,            0.088449,           0.0088946,            0.023878,            0.001387,            0.001387,            0.001387
                  89,            0.069552,           0.0085571,            0.017136,             0.72436,              0.2585,             0.34914,             0.11865,            0.089756,           0.0088694,             0.02368,            0.001288,            0.001288,            0.001288
                  90,            0.062202,           0.0084809,            0.018237,             0.74738,               0.256,             0.35752,             0.10707,            0.091876,           0.0088115,            0.023617,            0.001189,            0.001189,            0.001189
                  91,            0.063047,           0.0083037,            0.017164,              0.7696,             0.25493,             0.36797,             0.13002,            0.089752,           0.0090785,            0.023892,             0.00109,             0.00109,             0.00109
                  92,            0.061721,           0.0082808,            0.015921,             0.77257,             0.25617,             0.35931,              0.1327,            0.089981,           0.0090508,            0.023936,            0.000991,            0.000991,            0.000991
                  93,            0.061218,           0.0091191,            0.018649,             0.77219,              0.2585,              0.3716,             0.12118,            0.089752,            0.008891,            0.023561,            0.000892,            0.000892,            0.000892
                  94,            0.057866,           0.0073358,            0.018326,             0.82715,             0.27999,             0.37583,             0.10851,            0.092228,           0.0086264,            0.023527,            0.000793,            0.000793,            0.000793
                  95,            0.060322,           0.0075965,            0.017694,             0.82819,             0.27813,             0.38214,             0.10826,            0.092034,           0.0086854,            0.023334,            0.000694,            0.000694,            0.000694
                  96,            0.056865,            0.007595,            0.018305,             0.82665,             0.27773,             0.38349,             0.11659,            0.090548,           0.0087775,            0.023036,            0.000595,            0.000595,            0.000595
                  97,            0.057878,           0.0081747,            0.019262,             0.76983,             0.28231,             0.38236,             0.12989,            0.089798,           0.0088479,            0.023101,            0.000496,            0.000496,            0.000496
                  98,            0.057135,           0.0077979,            0.017541,             0.75393,             0.29934,             0.37431,             0.12991,            0.088319,           0.0089918,            0.023165,            0.000397,            0.000397,            0.000397
                  99,            0.057712,           0.0079808,            0.018317,             0.74927,             0.30272,             0.36719,             0.12512,            0.088683,           0.0089635,            0.023023,            0.000298,            0.000298,            0.000298
